QueryNumber;DocVotes;DocNumber
00039;1;135
00039;1;143
00039;7;216
00039;7;217
00039;7;218
00039;7;219
00039;7;221
00039;6;222
00039;8;225
00039;1;226
00039;3;230
00039;1;233
00039;7;235
00039;7;236
00039;1;244
00039;1;248
00039;6;249
00039;3;252
00039;2;254
00039;3;263
00039;1;276
00039;7;277
00039;6;289
00039;6;293
00039;1;297
00039;1;301
00039;6;304
00039;1;306
00039;2;307
00039;2;308
00039;7;338
00039;2;342
00039;2;343
00039;3;356
00039;1;360
00039;1;365
00039;1;366
00039;1;370
00039;1;392
00039;2;404
00039;7;407
00039;4;412
00039;6;420
00039;3;433
00039;1;453
00039;2;465
00039;6;470
00039;2;488
00039;1;490
00039;2;494
00039;1;503
00039;3;505
00039;2;508
00039;2;510
00039;3;529
00039;1;530
00039;1;532
00039;2;534
00039;1;535
00039;4;553
00039;7;560
00039;2;563
00039;2;564
00039;1;565
00039;1;566
00039;2;567
00039;1;568
00039;1;569
00039;2;570
00039;2;571
00039;1;572
00039;3;573
00039;1;576
00039;6;584
00039;1;586
00039;2;608
00039;1;610
00039;6;619
00039;1;621
00039;2;622
00039;1;627
00039;7;639
00039;5;645
00039;2;646
00039;1;647
00039;1;652
00039;6;654
00039;2;702
00039;3;716
00039;1;729
00039;2;738
00039;2;739
00039;2;740
00039;1;744
00039;2;746
00039;1;749
00039;1;776
00039;2;777
00039;2;786
00039;1;845
00039;1;849
00039;6;851
00039;1;862
00039;3;869
00039;6;873
00039;2;881
00039;2;882
00039;1;888
00039;1;889
00039;1;892
00039;1;902
00039;2;918
00039;1;942
00039;1;944
00039;3;949
00039;3;966
00039;7;971
00039;2;990
00039;2;1001
00039;1;1026
00039;2;1027
00039;2;1029
00039;1;1044
00039;1;1066
00039;1;1070
00039;1;1072
00039;1;1076
00039;1;1096
00039;3;1127
00039;1;1135
00039;1;1136
00039;6;1137
00039;7;1139
00039;1;1140
00039;6;1141
00039;2;1146
00039;2;1148
00039;1;1160
00039;1;1161
00039;1;1185
00039;1;1194
00039;1;1209
00039;1;1210
00039;3;1211
00039;1;1222
00039;1;1224
00039;5;1225
00039;3;1230
00039;5;1234
00039;1;1236
00039;2;1238
00040;1;2
00040;7;3
00040;7;4
00040;1;5
00040;1;9
00040;1;10
00040;1;17
00040;7;28
00040;1;32
00040;1;35
00040;1;76
00040;6;77
00040;4;95
00040;1;103
00040;1;105
00040;1;108
00040;2;109
00040;1;112
00040;1;115
00040;6;116
00040;2;119
00040;1;120
00040;1;132
00040;1;142
00040;1;144
00040;3;150
00040;2;151
00040;1;169
00040;1;173
00040;1;189
00040;1;198
00040;1;210
00040;7;225
00040;7;231
00040;8;233
00040;1;235
00040;1;236
00040;4;240
00040;1;248
00040;1;249
00040;3;252
00040;6;254
00040;1;261
00040;1;263
00040;6;277
00040;1;279
00040;1;289
00040;1;291
00040;2;293
00040;3;294
00040;1;297
00040;1;298
00040;1;304
00040;1;308
00040;1;333
00040;1;338
00040;2;344
00040;1;345
00040;1;351
00040;1;352
00040;2;370
00040;1;392
00040;7;404
00040;7;405
00040;1;407
00040;1;413
00040;3;417
00040;3;420
00040;1;434
00040;8;465
00040;1;478
00040;5;479
00040;2;508
00040;1;510
00040;1;515
00040;1;526
00040;1;529
00040;1;532
00040;1;535
00040;1;553
00040;2;560
00040;1;571
00040;1;572
00040;2;573
00040;1;576
00040;1;583
00040;1;613
00040;1;616
00040;1;619
00040;1;645
00040;1;646
00040;1;654
00040;1;673
00040;1;677
00040;1;731
00040;1;735
00040;1;763
00040;1;780
00040;7;785
00040;7;786
00040;6;815
00040;1;849
00040;1;851
00040;1;852
00040;1;869
00040;1;882
00040;1;888
00040;4;899
00040;1;931
00040;4;941
00040;1;942
00040;1;949
00040;2;954
00040;1;956
00040;1;959
00040;1;1000
00040;7;1008
00040;1;1024
00040;1;1027
00040;1;1029
00040;2;1052
00040;2;1080
00040;6;1100
00040;2;1105
00040;1;1109
00040;6;1117
00040;5;1124
00040;1;1126
00040;3;1127
00040;1;1128
00040;1;1130
00040;2;1131
00040;1;1132
00040;2;1133
00040;6;1135
00040;5;1137
00040;5;1139
00040;4;1141
00040;1;1146
00040;1;1148
00040;2;1160
00040;1;1161
00040;1;1192
00040;5;1193
00040;4;1230
00040;8;1234
00041;1;46
00041;1;296
00041;1;301
00041;1;322
00041;1;370
00041;1;392
00041;7;603
00041;1;941
00041;2;998
00041;8;1106
00041;8;1107
00041;8;1108
00041;6;1115
00041;1;1184
00041;8;1190
00042;1;5
00042;1;46
00042;8;57
00042;7;92
00042;1;135
00042;8;209
00042;3;245
00042;1;297
00042;5;301
00042;1;314
00042;8;317
00042;1;322
00042;6;337
00042;1;339
00042;2;370
00042;7;416
00042;1;434
00042;6;443
00042;1;489
00042;7;505
00042;1;509
00042;1;550
00042;8;585
00042;1;586
00042;1;601
00042;8;695
00042;1;719
00042;2;722
00042;1;724
00042;1;731
00042;1;763
00042;1;764
00042;1;770
00042;1;822
00042;1;837
00042;1;888
00042;3;931
00042;1;944
00042;1;1000
00042;1;1033
00042;1;1040
00042;3;1085
00042;1;1093
00042;1;1187
00042;1;1192
00042;1;1232
00042;2;1234
00043;1;3
00043;1;4
00043;1;28
00043;5;54
00043;1;65
00043;7;66
00043;1;91
00043;1;94
00043;3;119
00043;6;124
00043;8;125
00043;1;135
00043;2;137
00043;8;140
00043;1;147
00043;8;172
00043;5;173
00043;1;199
00043;1;221
00043;2;261
00043;1;294
00043;1;301
00043;2;302
00043;5;303
00043;1;307
00043;1;308
00043;1;311
00043;1;324
00043;1;334
00043;1;361
00043;5;370
00043;1;386
00043;2;392
00043;1;404
00043;7;418
00043;1;430
00043;8;440
00043;8;441
00043;4;461
00043;1;471
00043;2;484
00043;1;490
00043;1;493
00043;8;504
00043;1;505
00043;2;522
00043;2;526
00043;1;527
00043;1;560
00043;1;562
00043;1;563
00043;8;568
00043;1;570
00043;1;571
00043;1;575
00043;1;636
00043;1;655
00043;1;693
00043;1;694
00043;1;707
00043;2;714
00043;1;733
00043;1;737
00043;1;741
00043;1;758
00043;1;793
00043;1;795
00043;1;817
00043;1;818
00043;1;864
00043;1;889
00043;2;891
00043;1;913
00043;1;916
00043;3;918
00043;4;921
00043;1;944
00043;3;958
00043;8;960
00043;2;966
00043;2;967
00043;2;975
00043;1;982
00043;1;997
00043;2;1000
00043;1;1080
00043;1;1093
00043;1;1094
00043;1;1121
00043;1;1156
00043;2;1167
00043;2;1172
00043;1;1184
00043;1;1185
00043;3;1199
00043;6;1200
00043;1;1209
00043;1;1216
00044;8;44
00044;1;45
00044;8;53
00044;5;67
00044;6;72
00044;8;74
00044;2;83
00044;5;84
00044;2;106
00044;1;108
00044;1;118
00044;1;121
00044;2;122
00044;8;124
00044;1;125
00044;1;135
00044;2;138
00044;1;142
00044;7;143
00044;7;154
00044;1;166
00044;7;171
00044;1;172
00044;8;190
00044;5;235
00044;6;236
00044;5;242
00044;5;243
00044;6;244
00044;2;257
00044;4;264
00044;7;269
00044;1;276
00044;1;297
00044;1;310
00044;8;312
00044;4;325
00044;5;336
00044;2;360
00044;1;370
00044;1;371
00044;1;381
00044;7;386
00044;7;390
00044;1;392
00044;5;399
00044;1;409
00044;8;411
00044;5;415
00044;2;430
00044;1;435
00044;6;436
00044;8;453
00044;1;465
00044;2;493
00044;8;495
00044;1;503
00044;8;504
00044;2;523
00044;7;528
00044;1;538
00044;8;548
00044;7;561
00044;1;563
00044;8;566
00044;8;567
00044;8;568
00044;6;569
00044;4;570
00044;4;572
00044;8;574
00044;8;575
00044;1;576
00044;1;590
00044;1;608
00044;8;621
00044;8;622
00044;8;623
00044;7;624
00044;8;625
00044;8;634
00044;8;636
00044;2;645
00044;6;647
00044;8;655
00044;5;666
00044;8;691
00044;8;702
00044;8;737
00044;8;743
00044;1;747
00044;8;750
00044;8;765
00044;8;766
00044;1;767
00044;8;786
00044;8;840
00044;3;841
00044;8;847
00044;8;850
00044;1;856
00044;6;858
00044;1;862
00044;8;873
00044;1;875
00044;8;951
00044;8;953
00044;1;961
00044;8;967
00044;6;971
00044;8;973
00044;8;1024
00044;8;1029
00044;8;1030
00044;8;1053
00044;1;1054
00044;8;1055
00044;4;1057
00044;8;1059
00044;1;1070
00044;6;1072
00044;2;1130
00044;1;1136
00044;1;1139
00044;3;1142
00044;1;1144
00044;5;1146
00044;7;1148
00044;6;1156
00044;1;1157
00044;7;1160
00044;7;1185
00044;1;1196
00044;8;1201
00044;8;1202
00044;1;1210
00044;1;1212
00044;8;1222
00044;6;1230
00044;3;1231
00045;1;278
00045;1;283
00045;1;286
00045;2;287
00045;1;288
00045;5;289
00045;3;290
00045;5;292
00045;5;293
00045;6;338
00045;5;538
00045;1;540
00045;1;715
00045;2;758
00045;7;803
00045;7;919
00045;7;924
00045;1;1050
00045;8;1159
00045;1;1168
00046;8;51
00046;8;53
00046;1;370
00046;2;410
00046;1;430
00046;1;500
00046;7;503
00046;5;516
00046;3;553
00046;1;568
00046;1;623
00046;7;702
00046;8;737
00046;4;854
00046;5;856
00046;2;857
00046;1;1196
00046;5;1212
00047;2;15
00047;1;57
00047;6;92
00047;1;118
00047;1;121
00047;1;125
00047;8;163
00047;2;165
00047;3;172
00047;1;183
00047;1;208
00047;6;209
00047;1;245
00047;1;259
00047;1;278
00047;1;279
00047;1;283
00047;1;286
00047;1;287
00047;6;295
00047;1;296
00047;4;301
00047;1;302
00047;6;317
00047;1;337
00047;1;361
00047;1;370
00047;7;406
00047;1;416
00047;1;436
00047;7;505
00047;5;508
00047;1;525
00047;6;585
00047;5;613
00047;8;684
00047;7;694
00047;5;695
00047;2;707
00047;1;781
00047;1;862
00047;1;868
00047;7;906
00047;1;928
00047;1;931
00047;1;971
00047;2;998
00047;2;1000
00047;1;1013
00047;6;1058
00047;1;1075
00047;1;1106
00047;1;1107
00047;1;1108
00047;1;1129
00047;1;1132
00047;8;1165
00047;1;1192
00047;1;1194
00047;1;1206
00048;2;44
00048;1;72
00048;1;74
00048;6;124
00048;2;143
00048;8;154
00048;1;190
00048;2;257
00048;1;312
00048;8;336
00048;1;386
00048;1;422
00048;8;436
00048;8;453
00048;2;493
00048;6;495
00048;6;523
00048;6;548
00048;1;566
00048;8;568
00048;8;576
00048;1;691
00048;1;765
00048;1;766
00048;1;786
00048;8;850
00048;2;967
00048;6;1142
00048;1;1201
00048;7;1231
00049;1;72
00049;1;84
00049;8;138
00049;8;143
00049;6;230
00049;8;313
00049;1;370
00049;2;392
00049;6;393
00049;1;430
00049;8;436
00049;1;440
00049;1;465
00049;8;493
00049;1;503
00049;7;504
00049;1;505
00049;6;523
00049;1;530
00049;1;553
00049;6;562
00049;6;563
00049;1;566
00049;6;568
00049;2;570
00049;1;586
00049;1;608
00049;8;624
00049;6;625
00049;6;691
00049;1;726
00049;6;743
00049;2;749
00049;7;953
00049;8;972
00049;8;1198
00050;1;44
00050;8;259
00050;1;309
00050;1;347
00050;8;435
00050;2;440
00050;8;495
00050;1;505
00050;1;543
00050;8;548
00050;2;568
00050;1;570
00050;1;575
00050;1;601
00050;1;634
00050;1;829
00050;8;848
00050;7;953
00050;8;961
00050;5;973
00050;1;1058
00050;5;1156
00050;8;1157
00050;5;1159
00050;1;1160
00051;1;1
00051;1;11
00051;1;14
00051;4;18
00051;4;19
00051;7;26
00051;4;44
00051;1;51
00051;1;55
00051;1;62
00051;1;63
00051;1;66
00051;5;67
00051;5;72
00051;1;83
00051;5;84
00051;8;85
00051;2;102
00051;4;107
00051;1;108
00051;7;112
00051;6;114
00051;8;122
00051;2;124
00051;1;135
00051;7;137
00051;8;141
00051;7;142
00051;1;177
00051;1;190
00051;6;191
00051;2;196
00051;1;200
00051;8;201
00051;8;214
00051;1;216
00051;1;217
00051;1;218
00051;1;219
00051;1;221
00051;1;222
00051;8;225
00051;1;230
00051;7;235
00051;6;236
00051;1;245
00051;8;249
00051;1;252
00051;5;254
00051;1;263
00051;2;264
00051;7;270
00051;1;276
00051;5;277
00051;3;279
00051;2;281
00051;1;289
00051;2;297
00051;7;302
00051;7;303
00051;7;304
00051;7;305
00051;8;306
00051;3;307
00051;5;308
00051;1;311
00051;1;322
00051;5;325
00051;3;333
00051;2;337
00051;1;343
00051;1;345
00051;1;355
00051;3;360
00051;6;365
00051;5;366
00051;5;370
00051;1;382
00051;4;383
00051;7;386
00051;2;391
00051;6;392
00051;6;400
00051;1;402
00051;7;407
00051;3;415
00051;2;417
00051;5;418
00051;5;419
00051;3;430
00051;1;435
00051;1;437
00051;1;440
00051;7;442
00051;8;444
00051;8;445
00051;7;465
00051;8;481
00051;6;484
00051;1;488
00051;8;490
00051;2;493
00051;7;494
00051;1;495
00051;6;498
00051;7;501
00051;1;502
00051;2;503
00051;8;504
00051;1;505
00051;1;510
00051;3;511
00051;2;517
00051;4;521
00051;1;526
00051;6;528
00051;6;529
00051;6;530
00051;6;531
00051;7;532
00051;6;534
00051;8;535
00051;1;548
00051;6;553
00051;8;560
00051;3;562
00051;6;563
00051;8;564
00051;8;565
00051;7;566
00051;7;568
00051;8;569
00051;7;570
00051;1;571
00051;8;572
00051;8;573
00051;8;574
00051;8;575
00051;1;576
00051;1;589
00051;2;590
00051;6;605
00051;7;608
00051;1;625
00051;1;627
00051;3;636
00051;2;639
00051;1;643
00051;8;646
00051;2;675
00051;6;681
00051;8;685
00051;1;707
00051;8;726
00051;1;733
00051;1;737
00051;8;738
00051;8;739
00051;8;740
00051;8;741
00051;8;744
00051;1;745
00051;8;746
00051;1;747
00051;8;748
00051;8;749
00051;2;779
00051;5;789
00051;1;790
00051;1;793
00051;8;827
00051;1;828
00051;6;829
00051;1;847
00051;1;852
00051;2;856
00051;1;857
00051;1;858
00051;1;861
00051;5;864
00051;2;865
00051;1;866
00051;1;868
00051;6;869
00051;1;875
00051;1;881
00051;1;889
00051;2;891
00051;7;892
00051;1;905
00051;8;918
00051;8;921
00051;2;925
00051;1;926
00051;1;933
00051;1;936
00051;8;949
00051;8;950
00051;5;954
00051;2;956
00051;8;957
00051;6;958
00051;7;966
00051;1;990
00051;1;991
00051;1;1001
00051;4;1024
00051;8;1026
00051;1;1027
00051;6;1044
00051;1;1057
00051;1;1065
00051;2;1070
00051;3;1074
00051;8;1076
00051;1;1079
00051;2;1091
00051;5;1120
00051;1;1127
00051;1;1135
00051;1;1137
00051;1;1139
00051;1;1141
00051;6;1156
00051;7;1167
00051;5;1196
00051;1;1198
00051;1;1199
00051;7;1200
00051;1;1202
00051;7;1203
00051;7;1204
00051;7;1207
00051;8;1208
00051;8;1209
00051;5;1210
00051;7;1211
00051;7;1212
00051;2;1234
00051;7;1236
00051;5;1238
00052;8;406
00052;1;505
00053;1;1
00053;2;11
00053;1;55
00053;1;81
00053;1;160
00053;1;188
00053;1;223
00053;1;228
00053;2;347
00053;1;370
00053;5;401
00053;6;432
00053;6;447
00053;1;505
00053;1;509
00053;3;577
00053;2;590
00053;2;767
00053;1;917
00053;7;987
00053;4;1170
00053;3;1228
00053;3;1229
00054;8;11
00054;1;23
00054;2;55
00054;3;187
00054;1;206
00054;8;211
00054;6;223
00054;8;228
00054;8;229
00054;2;333
00054;3;341
00054;3;347
00054;8;358
00054;6;369
00054;8;382
00054;5;394
00054;5;401
00054;7;402
00054;8;432
00054;6;485
00054;5;488
00054;2;505
00054;3;513
00054;1;547
00054;1;550
00054;2;552
00054;4;577
00054;2;590
00054;1;607
00054;1;613
00054;2;626
00054;7;631
00054;6;632
00054;3;716
00054;2;767
00054;1;771
00054;1;790
00054;1;793
00054;1;806
00054;7;812
00054;8;819
00054;2;860
00054;7;904
00054;1;905
00054;5;917
00054;2;941
00054;8;964
00054;2;990
00054;2;1003
00054;7;1005
00054;7;1007
00054;2;1013
00054;7;1048
00054;8;1060
00054;1;1099
00054;6;1134
00054;7;1163
00054;4;1164
00054;7;1169
00054;1;1171
00054;1;1192
00054;1;1237
00055;1;70
00055;2;232
00055;1;305
00055;1;347
00055;2;358
00055;4;391
00055;1;430
00055;7;432
00055;2;463
00055;2;505
00055;8;521
00055;7;530
00055;2;640
00055;1;675
00055;1;749
00055;2;779
00055;6;820
00055;4;828
00055;1;847
00055;2;890
00055;1;1056
00055;2;1070
00055;1;1156
00055;4;1205
00056;1;55
00056;2;89
00056;1;123
00056;1;135
00056;4;181
00056;2;185
00056;4;212
00056;2;288
00056;2;290
00056;2;292
00056;1;414
00056;1;424
00056;1;432
00056;1;443
00056;2;450
00056;1;758
00056;8;767
00056;1;783
00056;1;794
00056;1;919
00056;1;924
00056;1;925
00056;1;928
00056;1;970
00056;1;972
00056;1;1066
00056;3;1091
00056;1;1093
00056;1;1102
00056;1;1115
00056;1;1234
00056;1;1239
00057;7;1
00057;1;6
00057;1;8
00057;1;11
00057;1;62
00057;1;79
00057;1;80
00057;1;81
00057;2;160
00057;1;177
00057;3;178
00057;2;188
00057;1;200
00057;6;223
00057;1;228
00057;3;282
00057;5;346
00057;1;369
00057;3;370
00057;5;394
00057;1;397
00057;1;415
00057;5;432
00057;1;447
00057;1;513
00057;1;577
00057;6;588
00057;8;590
00057;1;668
00057;4;778
00057;1;784
00057;6;790
00057;2;812
00057;1;833
00057;4;860
00057;4;865
00057;2;890
00057;4;905
00057;5;983
00057;4;986
00057;5;987
00057;6;988
00057;2;989
00057;1;1086
00057;1;1090
00057;2;1091
00057;4;1095
00057;2;1170
00057;2;1171
00057;4;1173
00057;2;1203
00058;8;1
00058;8;6
00058;8;7
00058;1;43
00058;2;48
00058;5;55
00058;1;60
00058;6;62
00058;4;63
00058;7;80
00058;2;81
00058;5;82
00058;1;102
00058;1;111
00058;8;160
00058;1;164
00058;7;178
00058;4;179
00058;5;187
00058;6;188
00058;3;200
00058;7;223
00058;5;228
00058;5;229
00058;5;271
00058;2;282
00058;2;335
00058;7;346
00058;6;347
00058;1;366
00058;6;369
00058;2;370
00058;1;384
00058;1;392
00058;6;394
00058;1;397
00058;1;402
00058;2;415
00058;1;427
00058;1;429
00058;7;432
00058;7;447
00058;1;457
00058;1;463
00058;1;485
00058;4;505
00058;1;511
00058;3;513
00058;1;517
00058;1;550
00058;7;577
00058;7;588
00058;4;589
00058;8;590
00058;8;591
00058;1;609
00058;6;614
00058;5;631
00058;4;668
00058;1;748
00058;1;749
00058;5;769
00058;7;778
00058;3;784
00058;8;790
00058;1;805
00058;7;812
00058;1;820
00058;8;860
00058;7;865
00058;5;874
00058;7;890
00058;2;903
00058;6;905
00058;1;912
00058;6;917
00058;1;964
00058;8;983
00058;8;986
00058;8;987
00058;8;988
00058;8;989
00058;1;990
00058;1;1005
00058;2;1025
00058;6;1077
00058;1;1086
00058;1;1090
00058;2;1091
00058;2;1134
00058;7;1170
00058;6;1171
00058;8;1173
00058;1;1228
00058;1;1234
00059;2;1
00059;1;6
00059;1;11
00059;2;18
00059;1;45
00059;4;48
00059;8;55
00059;2;62
00059;2;63
00059;1;67
00059;1;79
00059;2;80
00059;3;81
00059;4;84
00059;5;102
00059;4;107
00059;1;110
00059;1;111
00059;2;122
00059;2;160
00059;1;164
00059;2;166
00059;1;177
00059;1;179
00059;2;187
00059;1;188
00059;4;191
00059;1;200
00059;5;214
00059;8;223
00059;5;228
00059;7;229
00059;1;245
00059;3;275
00059;5;279
00059;1;281
00059;6;284
00059;1;306
00059;1;333
00059;3;335
00059;2;346
00059;3;347
00059;5;365
00059;5;366
00059;1;369
00059;3;370
00059;1;382
00059;2;386
00059;2;392
00059;7;394
00059;6;397
00059;7;401
00059;8;402
00059;2;415
00059;1;425
00059;1;427
00059;1;430
00059;7;432
00059;1;442
00059;1;444
00059;2;447
00059;1;452
00059;1;465
00059;2;485
00059;1;504
00059;6;505
00059;6;509
00059;5;513
00059;2;521
00059;1;524
00059;2;530
00059;5;565
00059;3;572
00059;3;574
00059;8;577
00059;4;588
00059;4;590
00059;2;591
00059;1;607
00059;5;608
00059;1;609
00059;2;614
00059;2;631
00059;8;668
00059;6;670
00059;1;678
00059;1;679
00059;1;685
00059;5;689
00059;1;738
00059;1;748
00059;7;767
00059;1;769
00059;2;778
00059;7;784
00059;5;790
00059;8;812
00059;1;820
00059;2;827
00059;1;828
00059;6;833
00059;3;860
00059;7;865
00059;1;869
00059;3;874
00059;1;882
00059;4;903
00059;7;905
00059;1;912
00059;2;917
00059;6;936
00059;1;937
00059;1;964
00059;1;977
00059;3;983
00059;3;986
00059;2;987
00059;3;988
00059;8;989
00059;1;990
00059;1;1005
00059;1;1007
00059;6;1025
00059;2;1044
00059;1;1056
00059;3;1060
00059;1;1071
00059;7;1074
00059;1;1075
00059;8;1077
00059;2;1091
00059;6;1095
00059;1;1097
00059;6;1102
00059;2;1134
00059;1;1143
00059;5;1163
00059;1;1170
00059;5;1171
00059;3;1172
00059;4;1173
00059;1;1203
00059;4;1205
00059;2;1228
00059;1;1232
00060;2;17
00060;1;87
00060;8;100
00060;5;155
00060;6;241
00060;3;267
00060;4;322
00060;2;340
00060;8;348
00060;1;354
00060;1;370
00060;6;446
00060;2;519
00060;1;550
00060;5;587
00060;5;597
00060;2;653
00060;7;698
00060;1;722
00060;1;724
00060;1;751
00060;1;764
00060;3;990
00060;1;1000
00060;8;1004
00060;1;1040
00060;3;1041
00060;3;1043
00060;2;1046
00060;3;1047
00060;1;1104
00060;3;1110
00060;2;1192
00060;1;1194
00061;2;10
00061;1;56
00061;1;62
00061;1;63
00061;1;114
00061;1;132
00061;1;187
00061;8;195
00061;8;196
00061;1;197
00061;2;200
00061;1;226
00061;1;298
00061;1;347
00061;1;358
00061;4;370
00061;8;383
00061;1;427
00061;3;432
00061;1;434
00061;8;437
00061;1;439
00061;4;465
00061;3;481
00061;4;490
00061;3;498
00061;1;500
00061;8;501
00061;8;502
00061;8;505
00061;2;511
00061;1;517
00061;6;531
00061;1;532
00061;1;535
00061;1;565
00061;2;570
00061;2;590
00061;8;605
00061;1;668
00061;8;685
00061;1;726
00061;1;735
00061;1;738
00061;1;739
00061;1;741
00061;7;754
00061;1;763
00061;1;767
00061;1;827
00061;1;847
00061;1;864
00061;1;865
00061;1;875
00061;2;882
00061;1;912
00061;1;944
00061;7;969
00061;1;980
00061;2;990
00061;1;1040
00061;6;1079
00061;2;1092
00061;2;1093
00061;1;1098
00061;1;1188
00061;1;1207
00061;1;1208
00061;1;1234
00061;1;1236
00062;1;10
00062;6;17
00062;1;24
00062;1;43
00062;2;56
00062;1;60
00062;1;62
00062;3;63
00062;5;64
00062;1;69
00062;1;72
00062;1;88
00062;1;94
00062;1;110
00062;2;144
00062;8;148
00062;5;155
00062;1;160
00062;1;182
00062;5;192
00062;6;193
00062;5;194
00062;3;197
00062;2;200
00062;1;211
00062;1;224
00062;5;226
00062;1;237
00062;2;238
00062;1;244
00062;2;267
00062;2;297
00062;1;321
00062;1;322
00062;1;330
00062;3;331
00062;2;333
00062;1;340
00062;3;348
00062;1;349
00062;2;354
00062;1;358
00062;3;359
00062;7;370
00062;1;372
